fsa,forecast_origin,target_timestamp,horizon,scenario,temperature_delta_c,baseline_temperature_c,origin__Temp (°C),temperature_domain_status,forecast_consumption_kwh,baseline_forecast_kwh,forecast_delta_kwh,forecast_delta_pct
M9W,2026-03-25 23:00:00,2026-03-26 10:00:00,11,Baseline,0.0,2.7,2.7,NORMAL,15798.723757202097,15798.723757202097,0.0,0.0
M9W,2026-03-25 23:00:00,2026-03-26 10:00:00,11,+2.5C,2.5,2.7,5.2,NORMAL,15708.27550531249,15798.723757202097,-90.44825188960749,-0.5725035343337479
M9W,2026-03-25 23:00:00,2026-03-26 10:00:00,11,+5C,5.0,2.7,7.7,NORMAL,15693.01663149758,15798.723757202097,-105.70712570451724,-0.6690864865355278
M9W,2026-03-25 23:00:00,2026-03-26 11:00:00,12,-5C,-5.0,2.7,-2.3,NORMAL,16180.281642726859,15839.80226333322,340.47937939363874,2.1495178647639923
M9W,2026-03-25 23:00:00,2026-03-26 11:00:00,12,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,15971.367650062413,15839.80226333322,131.56538672919305,0.8305999313750734
M9W,2026-03-25 23:00:00,2026-03-26 11:00:00,12,Baseline,0.0,2.7,2.7,NORMAL,15839.80226333322,15839.80226333322,0.0,0.0
M9W,2026-03-25 23:00:00,2026-03-26 11:00:00,12,+2.5C,2.5,2.7,5.2,NORMAL,15762.538238068146,15839.80226333322,-77.26402526507445,-0.4877840264706407
M9W,2026-03-25 23:00:00,2026-03-26 11:00:00,12,+5C,5.0,2.7,7.7,NORMAL,15735.420062268251,15839.80226333322,-104.3822010649692,-0.6589867684560584
M9W,2026-03-25 23:00:00,2026-03-26 12:00:00,13,-5C,-5.0,2.7,-2.3,NORMAL,15879.538366821213,15571.798285777992,307.7400810432209,1.976265524350425
M9W,2026-03-25 23:00:00,2026-03-26 12:00:00,13,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,15672.087323076115,15571.798285777992,100.28903729812373,0.6440427461080044
M9W,2026-03-25 23:00:00,2026-03-26 12:00:00,13,Baseline,0.0,2.7,2.7,NORMAL,15571.798285777992,15571.798285777992,0.0,0.0
M9W,2026-03-25 23:00:00,2026-03-26 12:00:00,13,+2.5C,2.5,2.7,5.2,NORMAL,15569.209949459133,15571.798285777992,-2.5883363188586372,-0.016621948675141857
M9W,2026-03-25 23:00:00,2026-03-26 12:00:00,13,+5C,5.0,2.7,7.7,NORMAL,15529.54241662157,15571.798285777992,-42.255869156420886,-0.2713615240894428
M9W,2026-03-25 23:00:00,2026-03-26 13:00:00,14,-5C,-5.0,2.7,-2.3,NORMAL,15707.93234948843,15576.338567377508,131.5937821109219,0.8448312903683727
M9W,2026-03-25 23:00:00,2026-03-26 13:00:00,14,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,15653.033195878143,15576.338567377508,76.69462850063428,0.4923790540946548
M9W,2026-03-25 23:00:00,2026-03-26 13:00:00,14,Baseline,0.0,2.7,2.7,NORMAL,15576.338567377508,15576.338567377508,0.0,0.0
M9W,2026-03-25 23:00:00,2026-03-26 13:00:00,14,+2.5C,2.5,2.7,5.2,NORMAL,15464.82716011632,15576.338567377508,-111.51140726118865,-0.7159025645136778
M9W,2026-03-25 23:00:00,2026-03-26 13:00:00,14,+5C,5.0,2.7,7.7,NORMAL,15393.923196738911,15576.338567377508,-182.41537063859687,-1.1711055833149435
M9W,2026-03-25 23:00:00,2026-03-26 14:00:00,15,-5C,-5.0,2.7,-2.3,NORMAL,16107.200550891304,15769.705501883387,337.49504900791726,2.1401480767514016
M9W,2026-03-25 23:00:00,2026-03-26 14:00:00,15,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,15998.748924309964,15769.705501883387,229.0434224265773,1.4524267583768289
M9W,2026-03-25 23:00:00,2026-03-26 14:00:00,15,Baseline,0.0,2.7,2.7,NORMAL,15769.705501883387,15769.705501883387,0.0,0.0
M9W,2026-03-25 23:00:00,2026-03-26 14:00:00,15,+2.5C,2.5,2.7,5.2,NORMAL,15675.838493134579,15769.705501883387,-93.86700874880808,-0.5952362822349312
M9W,2026-03-25 23:00:00,2026-03-26 14:00:00,15,+5C,5.0,2.7,7.7,NORMAL,15620.31635498479,15769.705501883387,-149.38914689859666,-0.9473172906162072
M9W,2026-03-25 23:00:00,2026-03-26 15:00:00,16,-5C,-5.0,2.7,-2.3,NORMAL,16019.092183555525,15805.186608960494,213.9055745950318,1.3533884786514416
M9W,2026-03-25 23:00:00,2026-03-26 15:00:00,16,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,16001.713641191254,15805.186608960494,196.5270322307606,1.243433798619896
M9W,2026-03-25 23:00:00,2026-03-26 15:00:00,16,Baseline,0.0,2.7,2.7,NORMAL,15805.186608960494,15805.186608960494,0.0,0.0
M9W,2026-03-25 23:00:00,2026-03-26 15:00:00,16,+2.5C,2.5,2.7,5.2,NORMAL,15790.636036162483,15805.186608960494,-14.550572798010762,-0.09206201203446437
M9W,2026-03-25 23:00:00,2026-03-26 15:00:00,16,+5C,5.0,2.7,7.7,NORMAL,15751.816171669518,15805.186608960494,-53.37043729097604,-0.3376767298699184
M9W,2026-03-25 23:00:00,2026-03-26 16:00:00,17,-5C,-5.0,2.7,-2.3,NORMAL,15987.688006397148,15804.743237386498,182.9447690106499,1.1575307884653874
M9W,2026-03-25 23:00:00,2026-03-26 16:00:00,17,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,15928.414940687482,15804.743237386498,123.67170330098452,0.7824973898243165
M9W,2026-03-25 23:00:00,2026-03-26 16:00:00,17,Baseline,0.0,2.7,2.7,NORMAL,15804.743237386498,15804.743237386498,0.0,0.0
M9W,2026-03-25 23:00:00,2026-03-26 16:00:00,17,+2.5C,2.5,2.7,5.2,NORMAL,15662.269930210376,15804.743237386498,-142.47330717612203,-0.9014591697959257
M9W,2026-03-25 23:00:00,2026-03-26 16:00:00,17,+5C,5.0,2.7,7.7,NORMAL,15612.011391611819,15804.743237386498,-192.73184577467873,-1.2194557221199707
M9W,2026-03-25 23:00:00,2026-03-26 17:00:00,18,-5C,-5.0,2.7,-2.3,NORMAL,16088.169413895648,15924.021090418726,164.1483234769221,1.0308220677733715
M9W,2026-03-25 23:00:00,2026-03-26 17:00:00,18,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,16008.651248094437,15924.021090418726,84.6301576757105,0.5314622305206024
M9W,2026-03-25 23:00:00,2026-03-26 17:00:00,18,Baseline,0.0,2.7,2.7,NORMAL,15924.021090418726,15924.021090418726,0.0,0.0
M9W,2026-03-25 23:00:00,2026-03-26 17:00:00,18,+2.5C,2.5,2.7,5.2,NORMAL,15777.60838789384,15924.021090418726,-146.4127025248854,-0.9194455451517832
M9W,2026-03-25 23:00:00,2026-03-26 17:00:00,18,+5C,5.0,2.7,7.7,NORMAL,15774.406540575714,15924.021090418726,-149.61454984301236,-0.9395525727671478
M9W,2026-03-25 23:00:00,2026-03-26 18:00:00,19,-5C,-5.0,2.7,-2.3,NORMAL,16251.381827471298,16075.497159270191,175.88466820110625,1.0941165082392463
M9W,2026-03-25 23:00:00,2026-03-26 18:00:00,19,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,16124.676825342249,16075.497159270191,49.179666072057444,0.3059293630847193
M9W,2026-03-25 23:00:00,2026-03-26 18:00:00,19,Baseline,0.0,2.7,2.7,NORMAL,16075.497159270191,16075.497159270191,0.0,0.0
M9W,2026-03-25 23:00:00,2026-03-26 18:00:00,19,+2.5C,2.5,2.7,5.2,NORMAL,15937.644566505516,16075.497159270191,-137.85259276467514,-0.8575323761304654
M9W,2026-03-25 23:00:00,2026-03-26 18:00:00,19,+5C,5.0,2.7,7.7,NORMAL,15934.108465063042,16075.497159270191,-141.38869420714946,-0.8795292164610624
M9W,2026-03-25 23:00:00,2026-03-26 19:00:00,20,-5C,-5.0,2.7,-2.3,NORMAL,16326.665842556156,16238.514310593266,88.15153196289066,0.5428546619279365
M9W,2026-03-25 23:00:00,2026-03-26 19:00:00,20,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,16293.170581234957,16238.514310593266,54.65627064169166,0.336584182495294
M9W,2026-03-25 23:00:00,2026-03-26 19:00:00,20,Baseline,0.0,2.7,2.7,NORMAL,16238.514310593266,16238.514310593266,0.0,0.0
M9W,2026-03-25 23:00:00,2026-03-26 19:00:00,20,+2.5C,2.5,2.7,5.2,NORMAL,16070.796305763128,16238.514310593266,-167.71800483013794,-1.0328408228868966
M9W,2026-03-25 23:00:00,2026-03-26 19:00:00,20,+5C,5.0,2.7,7.7,NORMAL,16083.89321963398,16238.514310593266,-154.62109095928645,-0.9521874230724341
M9W,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-5C,-5.0,2.7,-2.3,NORMAL,15631.726879268235,15589.353281863496,42.373597404739485,0.2718111305748425
M9W,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,15594.129159316115,15589.353281863496,4.77587745261917,0.03063550723541162
M9W,2026-03-25 23:00:00,2026-03-26 20:00:00,21,Baseline,0.0,2.7,2.7,NORMAL,15589.353281863496,15589.353281863496,0.0,0.0
M9W,2026-03-25 23:00:00,2026-03-26 20:00:00,21,+2.5C,2.5,2.7,5.2,NORMAL,15507.750327588608,15589.353281863496,-81.60295427488745,-0.5234531080248438
M9W,2026-03-25 23:00:00,2026-03-26 20:00:00,21,+5C,5.0,2.7,7.7,NORMAL,15516.670174504257,15589.353281863496,-72.68310735923842,-0.46623555220726987
M9W,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-5C,-5.0,2.7,-2.3,NORMAL,14224.296901970785,14208.177893181328,16.11900878945744,0.11344881033051495
M9W,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,14214.321460630372,14208.177893181328,6.143567449043985,0.04323965743694943
M9W,2026-03-25 23:00:00,2026-03-26 21:00:00,22,Baseline,0.0,2.7,2.7,NORMAL,14208.177893181328,14208.177893181328,0.0,0.0
M9W,2026-03-25 23:00:00,2026-03-26 21:00:00,22,+2.5C,2.5,2.7,5.2,NORMAL,14217.076037122457,14208.177893181328,8.898143941129092,0.06262691815957215
M9W,2026-03-25 23:00:00,2026-03-26 21:00:00,22,+5C,5.0,2.7,7.7,NORMAL,14207.11246797459,14208.177893181328,-1.0654252067379275,-0.007498675866447573
M9W,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-5C,-5.0,2.7,-2.3,NORMAL,13163.630122157938,13089.761494400791,73.8686277571469,0.5643237104720705
M9W,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,13112.145651804658,13089.761494400791,22.384157403866993,0.17100508220445365
M9W,2026-03-25 23:00:00,2026-03-26 22:00:00,23,Baseline,0.0,2.7,2.7,NORMAL,13089.761494400791,13089.761494400791,0.0,0.0
M9W,2026-03-25 23:00:00,2026-03-26 22:00:00,23,+2.5C,2.5,2.7,5.2,NORMAL,13067.581034150971,13089.761494400791,-22.18046024981959,-0.1694489258594008
M9W,2026-03-25 23:00:00,2026-03-26 22:00:00,23,+5C,5.0,2.7,7.7,NORMAL,13086.41610314708,13089.761494400791,-3.3453912537115684,-0.025557312523551905
M9W,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-5C,-5.0,2.7,-2.3,NORMAL,12104.141301658212,12093.340387554086,10.800914104125695,0.08931290907218244
M9W,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,12089.98302197522,12093.340387554086,-3.357365578865938,-0.02776210270506555
M9W,2026-03-25 23:00:00,2026-03-26 23:00:00,24,Baseline,0.0,2.7,2.7,NORMAL,12093.340387554086,12093.340387554086,0.0,0.0
M9W,2026-03-25 23:00:00,2026-03-26 23:00:00,24,+2.5C,2.5,2.7,5.2,NORMAL,12109.837464675751,12093.340387554086,16.497077121664915,0.13641456035292743
M9W,2026-03-25 23:00:00,2026-03-26 23:00:00,24,+5C,5.0,2.7,7.7,NORMAL,12108.689995040353,12093.340387554086,15.349607486266905,0.12692611796542186
