fsa,forecast_origin,target_timestamp,horizon,scenario,temperature_delta_c,baseline_temperature_c,origin__Temp (°C),temperature_domain_status,forecast_consumption_kwh,baseline_forecast_kwh,forecast_delta_kwh,forecast_delta_pct
M5S,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,6778.821697538697,6786.104457107764,-7.282759569066911,-0.10731870714779451
M5S,2026-03-25 23:00:00,2026-03-26 20:00:00,21,Baseline,0.0,4.3,4.3,NORMAL,6786.104457107764,6786.104457107764,0.0,0.0
M5S,2026-03-25 23:00:00,2026-03-26 20:00:00,21,+2.5C,2.5,4.3,6.8,NORMAL,6798.626586742937,6786.104457107764,12.52212963517377,0.18452603720324545
M5S,2026-03-25 23:00:00,2026-03-26 20:00:00,21,+5C,5.0,4.3,9.3,NORMAL,6806.06548656248,6786.104457107764,19.96102945471648,0.2941456262703016
M5S,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,6378.379725055953,6382.352262651171,-3.972537595218455,-0.06224253115054948
M5S,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,6375.493793199798,6382.352262651171,-6.858469451372912,-0.10745990144586544
M5S,2026-03-25 23:00:00,2026-03-26 21:00:00,22,Baseline,0.0,4.3,4.3,NORMAL,6382.352262651171,6382.352262651171,0.0,0.0
M5S,2026-03-25 23:00:00,2026-03-26 21:00:00,22,+2.5C,2.5,4.3,6.8,NORMAL,6417.46156441357,6382.352262651171,35.1093017623989,0.5500997174326259
M5S,2026-03-25 23:00:00,2026-03-26 21:00:00,22,+5C,5.0,4.3,9.3,NORMAL,6425.4842817309745,6382.352262651171,43.132019079803285,0.6758012924514861
M5S,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,5899.368103201127,5873.407784275568,25.960318925559477,0.4419975571091979
M5S,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,5874.722001502784,5873.407784275568,1.3142172272164316,0.022375719096754808
M5S,2026-03-25 23:00:00,2026-03-26 22:00:00,23,Baseline,0.0,4.3,4.3,NORMAL,5873.407784275568,5873.407784275568,0.0,0.0
M5S,2026-03-25 23:00:00,2026-03-26 22:00:00,23,+2.5C,2.5,4.3,6.8,NORMAL,5913.481702203789,5873.407784275568,40.07391792822091,0.6822941535833386
M5S,2026-03-25 23:00:00,2026-03-26 22:00:00,23,+5C,5.0,4.3,9.3,NORMAL,5914.253296564289,5873.407784275568,40.84551228872078,0.695431234965047
M5S,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,5343.410493954722,5363.392920801334,-19.982426846611816,-0.3725706309733929
M5S,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,5342.4273854644125,5363.392920801334,-20.965535336921675,-0.3909006042725144
M5S,2026-03-25 23:00:00,2026-03-26 23:00:00,24,Baseline,0.0,4.3,4.3,NORMAL,5363.392920801334,5363.392920801334,0.0,0.0
M5S,2026-03-25 23:00:00,2026-03-26 23:00:00,24,+2.5C,2.5,4.3,6.8,NORMAL,5398.809161174677,5363.392920801334,35.41624037334259,0.6603327575718826
M5S,2026-03-25 23:00:00,2026-03-26 23:00:00,24,+5C,5.0,4.3,9.3,NORMAL,5424.0771817697005,5363.392920801334,60.68426096836629,1.1314528296632715
M6G,2026-03-25 23:00:00,2026-03-26 00:00:00,1,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,10803.352592624733,10210.494331541857,592.8582610828762,5.806361982410997
M6G,2026-03-25 23:00:00,2026-03-26 00:00:00,1,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,10389.008370355767,10210.494331541857,178.5140388139098,1.7483388464596787
M6G,2026-03-25 23:00:00,2026-03-26 00:00:00,1,Baseline,0.0,4.3,4.3,NORMAL,10210.494331541857,10210.494331541857,0.0,0.0
M6G,2026-03-25 23:00:00,2026-03-26 00:00:00,1,+2.5C,2.5,4.3,6.8,NORMAL,10053.779411149228,10210.494331541857,-156.7149203926292,-1.5348416570636707
M6G,2026-03-25 23:00:00,2026-03-26 00:00:00,1,+5C,5.0,4.3,9.3,NORMAL,10024.757178914368,10210.494331541857,-185.7371526274892,-1.8190809043761702
M6G,2026-03-25 23:00:00,2026-03-26 01:00:00,2,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,10256.965331543144,9729.620867215037,527.3444643281073,5.419989859060685
M6G,2026-03-25 23:00:00,2026-03-26 01:00:00,2,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,9932.248069646184,9729.620867215037,202.62720243114745,2.082580659580691
M6G,2026-03-25 23:00:00,2026-03-26 01:00:00,2,Baseline,0.0,4.3,4.3,NORMAL,9729.620867215037,9729.620867215037,0.0,0.0
M6G,2026-03-25 23:00:00,2026-03-26 01:00:00,2,+2.5C,2.5,4.3,6.8,NORMAL,9626.89957163434,9729.620867215037,-102.72129558069719,-1.055758461532938
M6G,2026-03-25 23:00:00,2026-03-26 01:00:00,2,+5C,5.0,4.3,9.3,NORMAL,9522.96978254236,9729.620867215037,-206.65108467267783,-2.123937689792313
M6G,2026-03-25 23:00:00,2026-03-26 02:00:00,3,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,10024.968858418037,9571.405251081265,453.5636073367714,4.738735801470041
M6G,2026-03-25 23:00:00,2026-03-26 02:00:00,3,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,9756.595354224903,9571.405251081265,185.19010314363732,1.9348266872590805
M6G,2026-03-25 23:00:00,2026-03-26 02:00:00,3,Baseline,0.0,4.3,4.3,NORMAL,9571.405251081265,9571.405251081265,0.0,0.0
M6G,2026-03-25 23:00:00,2026-03-26 02:00:00,3,+2.5C,2.5,4.3,6.8,NORMAL,9396.857078175814,9571.405251081265,-174.5481729054518,-1.823642070590767
M6G,2026-03-25 23:00:00,2026-03-26 02:00:00,3,+5C,5.0,4.3,9.3,NORMAL,9328.349295238262,9571.405251081265,-243.05595584300318,-2.539396770558279
M6G,2026-03-25 23:00:00,2026-03-26 03:00:00,4,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,9721.935567607743,9166.828073335513,555.1074942722298,6.0556114921248225
M6G,2026-03-25 23:00:00,2026-03-26 03:00:00,4,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,9467.40245397821,9166.828073335513,300.57438064269627,3.278935507877666
M6G,2026-03-25 23:00:00,2026-03-26 03:00:00,4,Baseline,0.0,4.3,4.3,NORMAL,9166.828073335513,9166.828073335513,0.0,0.0
M6G,2026-03-25 23:00:00,2026-03-26 03:00:00,4,+2.5C,2.5,4.3,6.8,NORMAL,9003.280068746355,9166.828073335513,-163.54800458915815,-1.7841286351261119
M6G,2026-03-25 23:00:00,2026-03-26 03:00:00,4,+5C,5.0,4.3,9.3,NORMAL,8931.119156191187,9166.828073335513,-235.70891714432582,-2.571324729324382
M6G,2026-03-25 23:00:00,2026-03-26 04:00:00,5,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,10176.070056447435,9581.730806335461,594.3392501119743,6.202838110615629
M6G,2026-03-25 23:00:00,2026-03-26 04:00:00,5,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,9800.392005199303,9581.730806335461,218.6611988638415,2.2820636822656533
M6G,2026-03-25 23:00:00,2026-03-26 04:00:00,5,Baseline,0.0,4.3,4.3,NORMAL,9581.730806335461,9581.730806335461,0.0,0.0
M6G,2026-03-25 23:00:00,2026-03-26 04:00:00,5,+2.5C,2.5,4.3,6.8,NORMAL,9521.450331517946,9581.730806335461,-60.280474817514914,-0.6291188516552493
M6G,2026-03-25 23:00:00,2026-03-26 04:00:00,5,+5C,5.0,4.3,9.3,NORMAL,9508.05061348424,9581.730806335461,-73.68019285122136,-0.7689653815206733
M6G,2026-03-25 23:00:00,2026-03-26 05:00:00,6,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,11161.585872198979,10445.34260802372,716.2432641752584,6.857058605479033
M6G,2026-03-25 23:00:00,2026-03-26 05:00:00,6,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,10661.90846795693,10445.34260802372,216.56585993320914,2.0733246199780115
M6G,2026-03-25 23:00:00,2026-03-26 05:00:00,6,Baseline,0.0,4.3,4.3,NORMAL,10445.34260802372,10445.34260802372,0.0,0.0
M6G,2026-03-25 23:00:00,2026-03-26 05:00:00,6,+2.5C,2.5,4.3,6.8,NORMAL,10336.86980752907,10445.34260802372,-108.47280049465007,-1.0384800629835285
M6G,2026-03-25 23:00:00,2026-03-26 05:00:00,6,+5C,5.0,4.3,9.3,NORMAL,10305.19591238255,10445.34260802372,-140.14669564116957,-1.3417146847200028
M6G,2026-03-25 23:00:00,2026-03-26 06:00:00,7,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,12256.729158940781,11600.473831865052,656.2553270757289,5.657142428726295
M6G,2026-03-25 23:00:00,2026-03-26 06:00:00,7,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,11861.532523634496,11600.473831865052,261.0586917694436,2.2504140395743835
M6G,2026-03-25 23:00:00,2026-03-26 06:00:00,7,Baseline,0.0,4.3,4.3,NORMAL,11600.473831865052,11600.473831865052,0.0,0.0
M6G,2026-03-25 23:00:00,2026-03-26 06:00:00,7,+2.5C,2.5,4.3,6.8,NORMAL,11507.888908769048,11600.473831865052,-92.58492309600479,-0.7981132877666218
M6G,2026-03-25 23:00:00,2026-03-26 06:00:00,7,+5C,5.0,4.3,9.3,NORMAL,11462.3541749265,11600.473831865052,-138.119656938552,-1.1906380630690667
M6G,2026-03-25 23:00:00,2026-03-26 07:00:00,8,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,12741.82605640733,12341.515566234211,400.3104901731185,3.24360884224259
M6G,2026-03-25 23:00:00,2026-03-26 07:00:00,8,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,12506.0924975155,12341.515566234211,164.57693128128813,1.3335228594741042
M6G,2026-03-25 23:00:00,2026-03-26 07:00:00,8,Baseline,0.0,4.3,4.3,NORMAL,12341.515566234211,12341.515566234211,0.0,0.0
M6G,2026-03-25 23:00:00,2026-03-26 07:00:00,8,+2.5C,2.5,4.3,6.8,NORMAL,12321.944470461927,12341.515566234211,-19.571095772284025,-0.15857935491998726
M6G,2026-03-25 23:00:00,2026-03-26 07:00:00,8,+5C,5.0,4.3,9.3,NORMAL,12289.057104679177,12341.515566234211,-52.458461555033864,-0.4250568844118114
M6G,2026-03-25 23:00:00,2026-03-26 08:00:00,9,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,13059.032149832838,12557.738039365455,501.2941104673828,3.9919140604458194
M6G,2026-03-25 23:00:00,2026-03-26 08:00:00,9,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,12718.121951821846,12557.738039365455,160.38391245639104,1.2771719871335625
M6G,2026-03-25 23:00:00,2026-03-26 08:00:00,9,Baseline,0.0,4.3,4.3,NORMAL,12557.738039365455,12557.738039365455,0.0,0.0
M6G,2026-03-25 23:00:00,2026-03-26 08:00:00,9,+2.5C,2.5,4.3,6.8,NORMAL,12485.067270110862,12557.738039365455,-72.67076925459332,-0.578693145427848
M6G,2026-03-25 23:00:00,2026-03-26 08:00:00,9,+5C,5.0,4.3,9.3,NORMAL,12474.30406834214,12557.738039365455,-83.43397102331437,-0.6644028626952494
M6G,2026-03-25 23:00:00,2026-03-26 09:00:00,10,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,13234.62071527028,12685.310211301676,549.3105039686034,4.330288300551044
M6G,2026-03-25 23:00:00,2026-03-26 09:00:00,10,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,12753.149410173675,12685.310211301676,67.83919887199954,0.5347854939452708
M6G,2026-03-25 23:00:00,2026-03-26 09:00:00,10,Baseline,0.0,4.3,4.3,NORMAL,12685.310211301676,12685.310211301676,0.0,0.0
M6G,2026-03-25 23:00:00,2026-03-26 09:00:00,10,+2.5C,2.5,4.3,6.8,NORMAL,12651.979254390531,12685.310211301676,-33.33095691114431,-0.2627523990816471
M6G,2026-03-25 23:00:00,2026-03-26 09:00:00,10,+5C,5.0,4.3,9.3,NORMAL,12651.87543021124,12685.310211301676,-33.434781090436445,-0.263570858997587
M6G,2026-03-25 23:00:00,2026-03-26 10:00:00,11,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,13173.053005679627,12829.03789046455,344.01511521507746,2.6815347974829344
M6G,2026-03-25 23:00:00,2026-03-26 10:00:00,11,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,12893.37217114559,12829.03789046455,64.33428068103967,0.5014739314852088
M6G,2026-03-25 23:00:00,2026-03-26 10:00:00,11,Baseline,0.0,4.3,4.3,NORMAL,12829.03789046455,12829.03789046455,0.0,0.0
M6G,2026-03-25 23:00:00,2026-03-26 10:00:00,11,+2.5C,2.5,4.3,6.8,NORMAL,12813.802506017502,12829.03789046455,-15.235384447047181,-0.11875703055153652
M6G,2026-03-25 23:00:00,2026-03-26 10:00:00,11,+5C,5.0,4.3,9.3,NORMAL,12816.82456450089,12829.03789046455,-12.213325963659372,-0.09520063833264676
M6G,2026-03-25 23:00:00,2026-03-26 11:00:00,12,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,13307.786355478023,12940.842971040196,366.94338443782726,2.8355446801958375
M6G,2026-03-25 23:00:00,2026-03-26 11:00:00,12,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,12981.932544738198,12940.842971040196,41.089573698001914,0.3175185247974545
M6G,2026-03-25 23:00:00,2026-03-26 11:00:00,12,Baseline,0.0,4.3,4.3,NORMAL,12940.842971040196,12940.842971040196,0.0,0.0
M6G,2026-03-25 23:00:00,2026-03-26 11:00:00,12,+2.5C,2.5,4.3,6.8,NORMAL,12923.79368243552,12940.842971040196,-17.049288604675894,-0.13174789805293077
M6G,2026-03-25 23:00:00,2026-03-26 11:00:00,12,+5C,5.0,4.3,9.3,NORMAL,12925.007854119738,12940.842971040196,-15.83511692045795,-0.12236542052086355
M6G,2026-03-25 23:00:00,2026-03-26 12:00:00,13,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,12964.770257227345,12803.005159055405,161.76509817193983,1.2634931889996577
M6G,2026-03-25 23:00:00,2026-03-26 12:00:00,13,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,12836.974600135158,12803.005159055405,33.96944107975287,0.26532396619184917
M6G,2026-03-25 23:00:00,2026-03-26 12:00:00,13,Baseline,0.0,4.3,4.3,NORMAL,12803.005159055405,12803.005159055405,0.0,0.0
M6G,2026-03-25 23:00:00,2026-03-26 12:00:00,13,+2.5C,2.5,4.3,6.8,NORMAL,12789.931702191088,12803.005159055405,-13.07345686431654,-0.10211240800031895
M6G,2026-03-25 23:00:00,2026-03-26 12:00:00,13,+5C,5.0,4.3,9.3,NORMAL,12798.805503643107,12803.005159055405,-4.199655412297943,-0.03280210669389272
M6G,2026-03-25 23:00:00,2026-03-26 13:00:00,14,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,12766.871529896067,11992.74083276471,774.130697131357,6.454993966153233
M6G,2026-03-25 23:00:00,2026-03-26 13:00:00,14,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,12529.383660114847,11992.74083276471,536.6428273501369,4.4747304626479085
M6G,2026-03-25 23:00:00,2026-03-26 13:00:00,14,Baseline,0.0,4.3,4.3,NORMAL,11992.74083276471,11992.74083276471,0.0,0.0
M6G,2026-03-25 23:00:00,2026-03-26 13:00:00,14,+2.5C,2.5,4.3,6.8,NORMAL,11975.98725493629,11992.74083276471,-16.75357782842002,-0.13969765595741457
M6G,2026-03-25 23:00:00,2026-03-26 13:00:00,14,+5C,5.0,4.3,9.3,NORMAL,11927.858546027504,11992.74083276471,-64.8822867372055,-0.541012998129203
M6G,2026-03-25 23:00:00,2026-03-26 14:00:00,15,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,12199.52014561861,11950.733993289392,248.78615232921766,2.081764621896167
M6G,2026-03-25 23:00:00,2026-03-26 14:00:00,15,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,12106.099624545292,11950.733993289392,155.36563125589964,1.3000509537166585
M6G,2026-03-25 23:00:00,2026-03-26 14:00:00,15,Baseline,0.0,4.3,4.3,NORMAL,11950.733993289392,11950.733993289392,0.0,0.0
M6G,2026-03-25 23:00:00,2026-03-26 14:00:00,15,+2.5C,2.5,4.3,6.8,NORMAL,11815.909447206182,11950.733993289392,-134.8245460832095,-1.128169584888397
M6G,2026-03-25 23:00:00,2026-03-26 14:00:00,15,+5C,5.0,4.3,9.3,NORMAL,11774.274635226491,11950.733993289392,-176.45935806290072,-1.476556654695742
M6G,2026-03-25 23:00:00,2026-03-26 15:00:00,16,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,13378.677447269849,13251.113288845247,127.56415842460228,0.962667480414536
M6G,2026-03-25 23:00:00,2026-03-26 15:00:00,16,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,13284.452394716194,13251.113288845247,33.339105870947606,0.2515947539216375
M6G,2026-03-25 23:00:00,2026-03-26 15:00:00,16,Baseline,0.0,4.3,4.3,NORMAL,13251.113288845247,13251.113288845247,0.0,0.0
M6G,2026-03-25 23:00:00,2026-03-26 15:00:00,16,+2.5C,2.5,4.3,6.8,NORMAL,13235.850399325045,13251.113288845247,-15.262889520201497,-0.11518194122640064
M6G,2026-03-25 23:00:00,2026-03-26 15:00:00,16,+5C,5.0,4.3,9.3,NORMAL,13193.843837433906,13251.113288845247,-57.269451411340924,-0.43218596176028623
M6G,2026-03-25 23:00:00,2026-03-26 16:00:00,17,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,14257.857307855065,14171.00650288002,86.85080497504532,0.6128767561950829
M6G,2026-03-25 23:00:00,2026-03-26 16:00:00,17,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,14238.37527036044,14171.00650288002,67.3687674804205,0.4753986067731246
M6G,2026-03-25 23:00:00,2026-03-26 16:00:00,17,Baseline,0.0,4.3,4.3,NORMAL,14171.00650288002,14171.00650288002,0.0,0.0
M6G,2026-03-25 23:00:00,2026-03-26 16:00:00,17,+2.5C,2.5,4.3,6.8,NORMAL,14127.453026719537,14171.00650288002,-43.553476160483115,-0.3073421506907897
M6G,2026-03-25 23:00:00,2026-03-26 16:00:00,17,+5C,5.0,4.3,9.3,NORMAL,14120.764904560445,14171.00650288002,-50.24159831957513,-0.35453796672356597
M6G,2026-03-25 23:00:00,2026-03-26 17:00:00,18,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,14956.758620763523,14765.743532049422,191.01508871410078,1.2936367769052581
M6G,2026-03-25 23:00:00,2026-03-26 17:00:00,18,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,14832.287732524617,14765.743532049422,66.54420047519488,0.45066609975148897
M6G,2026-03-25 23:00:00,2026-03-26 17:00:00,18,Baseline,0.0,4.3,4.3,NORMAL,14765.743532049422,14765.743532049422,0.0,0.0
M6G,2026-03-25 23:00:00,2026-03-26 17:00:00,18,+2.5C,2.5,4.3,6.8,NORMAL,14737.413069994527,14765.743532049422,-28.33046205489518,-0.19186613930685706
M6G,2026-03-25 23:00:00,2026-03-26 17:00:00,18,+5C,5.0,4.3,9.3,NORMAL,14697.205410545468,14765.743532049422,-68.53812150395424,-0.4641697951423205
M6G,2026-03-25 23:00:00,2026-03-26 18:00:00,19,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,15200.67234370194,15066.515910822325,134.15643287961393,0.8904277118457689
M6G,2026-03-25 23:00:00,2026-03-26 18:00:00,19,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,15120.804579921449,15066.515910822325,54.28866909912358,0.3603266303932143
M6G,2026-03-25 23:00:00,2026-03-26 18:00:00,19,Baseline,0.0,4.3,4.3,NORMAL,15066.515910822325,15066.515910822325,0.0,0.0
M6G,2026-03-25 23:00:00,2026-03-26 18:00:00,19,+2.5C,2.5,4.3,6.8,NORMAL,15057.769495011773,15066.515910822325,-8.746415810552207,-0.05805201323465652
M6G,2026-03-25 23:00:00,2026-03-26 18:00:00,19,+5C,5.0,4.3,9.3,NORMAL,15023.982007932882,15066.515910822325,-42.5339028894432,-0.2823074899412608
M6G,2026-03-25 23:00:00,2026-03-26 19:00:00,20,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,15031.20690765179,14853.756594164774,177.4503134870156,1.194649396346821
M6G,2026-03-25 23:00:00,2026-03-26 19:00:00,20,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,14964.962981951621,14853.756594164774,111.2063877868477,0.7486751723838978
M6G,2026-03-25 23:00:00,2026-03-26 19:00:00,20,Baseline,0.0,4.3,4.3,NORMAL,14853.756594164774,14853.756594164774,0.0,0.0
M6G,2026-03-25 23:00:00,2026-03-26 19:00:00,20,+2.5C,2.5,4.3,6.8,NORMAL,14847.710303307196,14853.756594164774,-6.046290857577333,-0.04070546611725541
M6G,2026-03-25 23:00:00,2026-03-26 19:00:00,20,+5C,5.0,4.3,9.3,NORMAL,14819.573613064127,14853.756594164774,-34.18298110064643,-0.2301302090413616
M6G,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,14540.388326932307,14423.31925229672,117.06907463558673,0.8116652802852232
M6G,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,14512.41495950633,14423.31925229672,89.09570720960983,0.617719858037688
M6G,2026-03-25 23:00:00,2026-03-26 20:00:00,21,Baseline,0.0,4.3,4.3,NORMAL,14423.31925229672,14423.31925229672,0.0,0.0
M6G,2026-03-25 23:00:00,2026-03-26 20:00:00,21,+2.5C,2.5,4.3,6.8,NORMAL,14393.901132670839,14423.31925229672,-29.418119625881445,-0.20396220253668035
M6G,2026-03-25 23:00:00,2026-03-26 20:00:00,21,+5C,5.0,4.3,9.3,NORMAL,14392.630973387417,14423.31925229672,-30.688278909303335,-0.21276849227626046
M6G,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,13839.407760817154,13823.035875025225,16.371885791928435,0.11843914708713406
M6G,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,13806.013325541344,13823.035875025225,-17.02254948388145,-0.12314624397840813
M6G,2026-03-25 23:00:00,2026-03-26 21:00:00,22,Baseline,0.0,4.3,4.3,NORMAL,13823.035875025225,13823.035875025225,0.0,0.0
M6G,2026-03-25 23:00:00,2026-03-26 21:00:00,22,+2.5C,2.5,4.3,6.8,NORMAL,13875.50050422466,13823.035875025225,52.46462919943406,0.3795449109281742
M6G,2026-03-25 23:00:00,2026-03-26 21:00:00,22,+5C,5.0,4.3,9.3,NORMAL,13886.427333965077,13823.035875025225,63.39145893985187,0.45859288446457996
M6G,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,12132.96263848869,12132.300343105251,0.6622953834394139,0.005458943190569745
M6G,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,12128.654251655034,12132.300343105251,-3.6460914502167725,-0.030052762848793428
M6G,2026-03-25 23:00:00,2026-03-26 22:00:00,23,Baseline,0.0,4.3,4.3,NORMAL,12132.300343105251,12132.300343105251,0.0,0.0
M6G,2026-03-25 23:00:00,2026-03-26 22:00:00,23,+2.5C,2.5,4.3,6.8,NORMAL,12147.509843714015,12132.300343105251,15.209500608763847,0.12536370002913222
M6G,2026-03-25 23:00:00,2026-03-26 22:00:00,23,+5C,5.0,4.3,9.3,NORMAL,12114.331849933993,12132.300343105251,-17.96849317125816,-0.14810458580074304
M6G,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,10915.610261664131,10953.62984773084,-38.01958606670814,-0.3470957718603601
M6G,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,10953.540570606921,10953.62984773084,-0.08927712391778186,-0.0008150460181587802
M6G,2026-03-25 23:00:00,2026-03-26 23:00:00,24,Baseline,0.0,4.3,4.3,NORMAL,10953.62984773084,10953.62984773084,0.0,0.0
M6G,2026-03-25 23:00:00,2026-03-26 23:00:00,24,+2.5C,2.5,4.3,6.8,NORMAL,10974.279246327034,10953.62984773084,20.64939859619517,0.1885164907272534
M6G,2026-03-25 23:00:00,2026-03-26 23:00:00,24,+5C,5.0,4.3,9.3,NORMAL,10966.865632859774,10953.62984773084,13.235785128934367,0.12083469418748252
M9R,2026-03-25 23:00:00,2026-03-26 00:00:00,1,-5C,-5.0,2.7,-2.3,NORMAL,4660.211417366741,4427.226330225073,232.98508714166837,5.262551985450985
M9R,2026-03-25 23:00:00,2026-03-26 00:00:00,1,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,4522.78495170689,4427.226330225073,95.55862148181677,2.158430908070578
M9R,2026-03-25 23:00:00,2026-03-26 00:00:00,1,Baseline,0.0,2.7,2.7,NORMAL,4427.226330225073,4427.226330225073,0.0,0.0
M9R,2026-03-25 23:00:00,2026-03-26 00:00:00,1,+2.5C,2.5,2.7,5.2,NORMAL,4366.865281893198,4427.226330225073,-60.36104833187528,-1.3634055236748337
M9R,2026-03-25 23:00:00,2026-03-26 00:00:00,1,+5C,5.0,2.7,7.7,NORMAL,4364.575372901148,4427.226330225073,-62.65095732392547,-1.4151288561012059
M9R,2026-03-25 23:00:00,2026-03-26 01:00:00,2,-5C,-5.0,2.7,-2.3,NORMAL,4351.743007894924,4178.175784739461,173.56722315546267,4.154138841869857
M9R,2026-03-25 23:00:00,2026-03-26 01:00:00,2,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,4242.730151421443,4178.175784739461,64.55436668198217,1.5450371168624155
M9R,2026-03-25 23:00:00,2026-03-26 01:00:00,2,Baseline,0.0,2.7,2.7,NORMAL,4178.175784739461,4178.175784739461,0.0,0.0
M9R,2026-03-25 23:00:00,2026-03-26 01:00:00,2,+2.5C,2.5,2.7,5.2,NORMAL,4112.272799798373,4178.175784739461,-65.9029849410881,-1.5773147980464308
M9R,2026-03-25 23:00:00,2026-03-26 01:00:00,2,+5C,5.0,2.7,7.7,NORMAL,4090.0786342717015,4178.175784739461,-88.09715046775955,-2.108507516355084
M9R,2026-03-25 23:00:00,2026-03-26 02:00:00,3,-5C,-5.0,2.7,-2.3,NORMAL,4208.391521851551,4065.863009131376,142.52851272017506,3.5054922509704673
M9R,2026-03-25 23:00:00,2026-03-26 02:00:00,3,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,4088.998220307959,4065.863009131376,23.135211176582743,0.5690110838615123
M9R,2026-03-25 23:00:00,2026-03-26 02:00:00,3,Baseline,0.0,2.7,2.7,NORMAL,4065.863009131376,4065.863009131376,0.0,0.0
M9R,2026-03-25 23:00:00,2026-03-26 02:00:00,3,+2.5C,2.5,2.7,5.2,NORMAL,3986.236566051949,4065.863009131376,-79.62644307942719,-1.958414312056186
M9R,2026-03-25 23:00:00,2026-03-26 02:00:00,3,+5C,5.0,2.7,7.7,NORMAL,3969.8419958670784,4065.863009131376,-96.02101326429784,-2.361639166116706
M9R,2026-03-25 23:00:00,2026-03-26 03:00:00,4,-5C,-5.0,2.7,-2.3,NORMAL,4320.305288666881,4115.779388253723,204.52590041315852,4.969311547573897
