fsa,forecast_origin,target_timestamp,horizon,scenario,temperature_delta_c,baseline_temperature_c,origin__Temp (°C),temperature_domain_status
L4T,2026-03-25 23:00:00,2026-03-26 00:00:00,1,-5C,-5.0,2.7,-2.3,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 00:00:00,1,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 00:00:00,1,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 00:00:00,1,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 00:00:00,1,-5C,-5.0,2.7,-2.3,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 00:00:00,1,-5C,-5.0,2.7,-2.3,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 00:00:00,1,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 00:00:00,1,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 00:00:00,1,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 00:00:00,1,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 00:00:00,1,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 00:00:00,1,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 00:00:00,1,Baseline,0.0,2.7,2.7,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 00:00:00,1,Baseline,0.0,4.3,4.3,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 00:00:00,1,Baseline,0.0,4.3,4.3,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 00:00:00,1,Baseline,0.0,4.3,4.3,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 00:00:00,1,Baseline,0.0,2.7,2.7,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 00:00:00,1,Baseline,0.0,2.7,2.7,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 00:00:00,1,+2.5C,2.5,2.7,5.2,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 00:00:00,1,+2.5C,2.5,4.3,6.8,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 00:00:00,1,+2.5C,2.5,4.3,6.8,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 00:00:00,1,+2.5C,2.5,4.3,6.8,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 00:00:00,1,+2.5C,2.5,2.7,5.2,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 00:00:00,1,+2.5C,2.5,2.7,5.2,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 00:00:00,1,+5C,5.0,2.7,7.7,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 00:00:00,1,+5C,5.0,4.3,9.3,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 00:00:00,1,+5C,5.0,4.3,9.3,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 00:00:00,1,+5C,5.0,4.3,9.3,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 00:00:00,1,+5C,5.0,2.7,7.7,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 00:00:00,1,+5C,5.0,2.7,7.7,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 01:00:00,2,-5C,-5.0,2.7,-2.3,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 01:00:00,2,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 01:00:00,2,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 01:00:00,2,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 01:00:00,2,-5C,-5.0,2.7,-2.3,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 01:00:00,2,-5C,-5.0,2.7,-2.3,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 01:00:00,2,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 01:00:00,2,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 01:00:00,2,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 01:00:00,2,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 01:00:00,2,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 01:00:00,2,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 01:00:00,2,Baseline,0.0,2.7,2.7,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 01:00:00,2,Baseline,0.0,4.3,4.3,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 01:00:00,2,Baseline,0.0,4.3,4.3,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 01:00:00,2,Baseline,0.0,4.3,4.3,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 01:00:00,2,Baseline,0.0,2.7,2.7,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 01:00:00,2,Baseline,0.0,2.7,2.7,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 01:00:00,2,+2.5C,2.5,2.7,5.2,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 01:00:00,2,+2.5C,2.5,4.3,6.8,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 01:00:00,2,+2.5C,2.5,4.3,6.8,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 01:00:00,2,+2.5C,2.5,4.3,6.8,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 01:00:00,2,+2.5C,2.5,2.7,5.2,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 01:00:00,2,+2.5C,2.5,2.7,5.2,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 01:00:00,2,+5C,5.0,2.7,7.7,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 01:00:00,2,+5C,5.0,4.3,9.3,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 01:00:00,2,+5C,5.0,4.3,9.3,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 01:00:00,2,+5C,5.0,4.3,9.3,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 01:00:00,2,+5C,5.0,2.7,7.7,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 01:00:00,2,+5C,5.0,2.7,7.7,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 02:00:00,3,-5C,-5.0,2.7,-2.3,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 02:00:00,3,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 02:00:00,3,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 02:00:00,3,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 02:00:00,3,-5C,-5.0,2.7,-2.3,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 02:00:00,3,-5C,-5.0,2.7,-2.3,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 02:00:00,3,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 02:00:00,3,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 02:00:00,3,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 02:00:00,3,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 02:00:00,3,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 02:00:00,3,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 02:00:00,3,Baseline,0.0,2.7,2.7,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 02:00:00,3,Baseline,0.0,4.3,4.3,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 02:00:00,3,Baseline,0.0,4.3,4.3,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 02:00:00,3,Baseline,0.0,4.3,4.3,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 02:00:00,3,Baseline,0.0,2.7,2.7,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 02:00:00,3,Baseline,0.0,2.7,2.7,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 02:00:00,3,+2.5C,2.5,2.7,5.2,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 02:00:00,3,+2.5C,2.5,4.3,6.8,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 02:00:00,3,+2.5C,2.5,4.3,6.8,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 02:00:00,3,+2.5C,2.5,4.3,6.8,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 02:00:00,3,+2.5C,2.5,2.7,5.2,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 02:00:00,3,+2.5C,2.5,2.7,5.2,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 02:00:00,3,+5C,5.0,2.7,7.7,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 02:00:00,3,+5C,5.0,4.3,9.3,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 02:00:00,3,+5C,5.0,4.3,9.3,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 02:00:00,3,+5C,5.0,4.3,9.3,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 02:00:00,3,+5C,5.0,2.7,7.7,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 02:00:00,3,+5C,5.0,2.7,7.7,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 03:00:00,4,-5C,-5.0,2.7,-2.3,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 03:00:00,4,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 03:00:00,4,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 03:00:00,4,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 03:00:00,4,-5C,-5.0,2.7,-2.3,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 03:00:00,4,-5C,-5.0,2.7,-2.3,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 03:00:00,4,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 03:00:00,4,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 03:00:00,4,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 03:00:00,4,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 03:00:00,4,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 03:00:00,4,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 03:00:00,4,Baseline,0.0,2.7,2.7,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 03:00:00,4,Baseline,0.0,4.3,4.3,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 03:00:00,4,Baseline,0.0,4.3,4.3,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 03:00:00,4,Baseline,0.0,4.3,4.3,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 03:00:00,4,Baseline,0.0,2.7,2.7,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 03:00:00,4,Baseline,0.0,2.7,2.7,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 03:00:00,4,+2.5C,2.5,2.7,5.2,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 03:00:00,4,+2.5C,2.5,4.3,6.8,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 03:00:00,4,+2.5C,2.5,4.3,6.8,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 03:00:00,4,+2.5C,2.5,4.3,6.8,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 03:00:00,4,+2.5C,2.5,2.7,5.2,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 03:00:00,4,+2.5C,2.5,2.7,5.2,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 03:00:00,4,+5C,5.0,2.7,7.7,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 03:00:00,4,+5C,5.0,4.3,9.3,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 03:00:00,4,+5C,5.0,4.3,9.3,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 03:00:00,4,+5C,5.0,4.3,9.3,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 03:00:00,4,+5C,5.0,2.7,7.7,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 03:00:00,4,+5C,5.0,2.7,7.7,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 04:00:00,5,-5C,-5.0,2.7,-2.3,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 04:00:00,5,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 04:00:00,5,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 04:00:00,5,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 04:00:00,5,-5C,-5.0,2.7,-2.3,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 04:00:00,5,-5C,-5.0,2.7,-2.3,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 04:00:00,5,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 04:00:00,5,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 04:00:00,5,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 04:00:00,5,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 04:00:00,5,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 04:00:00,5,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 04:00:00,5,Baseline,0.0,2.7,2.7,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 04:00:00,5,Baseline,0.0,4.3,4.3,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 04:00:00,5,Baseline,0.0,4.3,4.3,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 04:00:00,5,Baseline,0.0,4.3,4.3,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 04:00:00,5,Baseline,0.0,2.7,2.7,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 04:00:00,5,Baseline,0.0,2.7,2.7,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 04:00:00,5,+2.5C,2.5,2.7,5.2,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 04:00:00,5,+2.5C,2.5,4.3,6.8,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 04:00:00,5,+2.5C,2.5,4.3,6.8,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 04:00:00,5,+2.5C,2.5,4.3,6.8,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 04:00:00,5,+2.5C,2.5,2.7,5.2,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 04:00:00,5,+2.5C,2.5,2.7,5.2,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 04:00:00,5,+5C,5.0,2.7,7.7,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 04:00:00,5,+5C,5.0,4.3,9.3,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 04:00:00,5,+5C,5.0,4.3,9.3,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 04:00:00,5,+5C,5.0,4.3,9.3,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 04:00:00,5,+5C,5.0,2.7,7.7,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 04:00:00,5,+5C,5.0,2.7,7.7,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 05:00:00,6,-5C,-5.0,2.7,-2.3,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 05:00:00,6,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 05:00:00,6,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 05:00:00,6,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 05:00:00,6,-5C,-5.0,2.7,-2.3,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 05:00:00,6,-5C,-5.0,2.7,-2.3,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 05:00:00,6,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 05:00:00,6,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 05:00:00,6,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 05:00:00,6,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 05:00:00,6,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 05:00:00,6,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 05:00:00,6,Baseline,0.0,2.7,2.7,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 05:00:00,6,Baseline,0.0,4.3,4.3,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 05:00:00,6,Baseline,0.0,4.3,4.3,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 05:00:00,6,Baseline,0.0,4.3,4.3,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 05:00:00,6,Baseline,0.0,2.7,2.7,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 05:00:00,6,Baseline,0.0,2.7,2.7,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 05:00:00,6,+2.5C,2.5,2.7,5.2,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 05:00:00,6,+2.5C,2.5,4.3,6.8,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 05:00:00,6,+2.5C,2.5,4.3,6.8,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 05:00:00,6,+2.5C,2.5,4.3,6.8,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 05:00:00,6,+2.5C,2.5,2.7,5.2,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 05:00:00,6,+2.5C,2.5,2.7,5.2,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 05:00:00,6,+5C,5.0,2.7,7.7,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 05:00:00,6,+5C,5.0,4.3,9.3,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 05:00:00,6,+5C,5.0,4.3,9.3,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 05:00:00,6,+5C,5.0,4.3,9.3,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 05:00:00,6,+5C,5.0,2.7,7.7,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 05:00:00,6,+5C,5.0,2.7,7.7,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 06:00:00,7,-5C,-5.0,2.7,-2.3,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 06:00:00,7,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 06:00:00,7,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 06:00:00,7,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 06:00:00,7,-5C,-5.0,2.7,-2.3,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 06:00:00,7,-5C,-5.0,2.7,-2.3,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 06:00:00,7,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 06:00:00,7,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 06:00:00,7,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 06:00:00,7,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 06:00:00,7,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 06:00:00,7,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 06:00:00,7,Baseline,0.0,2.7,2.7,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 06:00:00,7,Baseline,0.0,4.3,4.3,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 06:00:00,7,Baseline,0.0,4.3,4.3,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 06:00:00,7,Baseline,0.0,4.3,4.3,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 06:00:00,7,Baseline,0.0,2.7,2.7,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 06:00:00,7,Baseline,0.0,2.7,2.7,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 06:00:00,7,+2.5C,2.5,2.7,5.2,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 06:00:00,7,+2.5C,2.5,4.3,6.8,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 06:00:00,7,+2.5C,2.5,4.3,6.8,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 06:00:00,7,+2.5C,2.5,4.3,6.8,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 06:00:00,7,+2.5C,2.5,2.7,5.2,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 06:00:00,7,+2.5C,2.5,2.7,5.2,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 06:00:00,7,+5C,5.0,2.7,7.7,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 06:00:00,7,+5C,5.0,4.3,9.3,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 06:00:00,7,+5C,5.0,4.3,9.3,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 06:00:00,7,+5C,5.0,4.3,9.3,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 06:00:00,7,+5C,5.0,2.7,7.7,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 06:00:00,7,+5C,5.0,2.7,7.7,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 07:00:00,8,-5C,-5.0,2.7,-2.3,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 07:00:00,8,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 07:00:00,8,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 07:00:00,8,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 07:00:00,8,-5C,-5.0,2.7,-2.3,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 07:00:00,8,-5C,-5.0,2.7,-2.3,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 07:00:00,8,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 07:00:00,8,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 07:00:00,8,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 07:00:00,8,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 07:00:00,8,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 07:00:00,8,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 07:00:00,8,Baseline,0.0,2.7,2.7,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 07:00:00,8,Baseline,0.0,4.3,4.3,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 07:00:00,8,Baseline,0.0,4.3,4.3,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 07:00:00,8,Baseline,0.0,4.3,4.3,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 07:00:00,8,Baseline,0.0,2.7,2.7,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 07:00:00,8,Baseline,0.0,2.7,2.7,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 07:00:00,8,+2.5C,2.5,2.7,5.2,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 07:00:00,8,+2.5C,2.5,4.3,6.8,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 07:00:00,8,+2.5C,2.5,4.3,6.8,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 07:00:00,8,+2.5C,2.5,4.3,6.8,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 07:00:00,8,+2.5C,2.5,2.7,5.2,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 07:00:00,8,+2.5C,2.5,2.7,5.2,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 07:00:00,8,+5C,5.0,2.7,7.7,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 07:00:00,8,+5C,5.0,4.3,9.3,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 07:00:00,8,+5C,5.0,4.3,9.3,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 07:00:00,8,+5C,5.0,4.3,9.3,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 07:00:00,8,+5C,5.0,2.7,7.7,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 07:00:00,8,+5C,5.0,2.7,7.7,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 08:00:00,9,-5C,-5.0,2.7,-2.3,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 08:00:00,9,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 08:00:00,9,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
