fold,year,month_number,month_name,fsa,observations,mae,mape,mean_residual,actual_mean,predicted_mean
fold_2024,2024,11,Nov.,M5R,17280,232.82984654649212,3.4679829586950266,58.35360122110341,6938.697968750001,6880.344367528896
fold_2024,2024,12,Dic.,M5R,17280,377.89009752514744,4.455072289584337,27.67396896651335,8616.84829861111,8589.174329644598
fold_2024,2024,1,Ene.,M5S,17856,179.1102508954982,3.7448488438517784,18.04370668728376,4769.8179547491045,4751.77424806182
fold_2024,2024,2,Feb.,M5S,16704,195.37997979847609,4.631886782271689,-6.647811630243406,4326.479986829502,4333.1277984597455
fold_2024,2024,3,Mar.,M5S,17856,184.94594003853584,4.66593825482249,-10.814874493064618,4000.618660394265,4011.4335348873296
fold_2024,2024,4,Abr.,M5S,17280,141.78995432446501,3.946971442289107,6.925469756095524,3560.8425694444445,3553.9170996883486
fold_2024,2024,5,May.,M5S,17856,148.00033031225297,4.3107603458433825,-81.98670686842624,3325.2024193548386,3407.189126223265
fold_2024,2024,6,Jun.,M5S,17280,300.87053731065777,7.578492336851811,-144.6010197457076,3879.3164930555554,4023.917512801263
fold_2024,2024,7,Jul.,M5S,17856,250.27064418860476,5.602411157602006,27.526575202288267,4520.495318100358,4492.968742898071
fold_2024,2024,8,Ago.,M5S,17856,271.11742598156746,6.824398102459159,-105.30133696637724,4106.228640232975,4211.529977199352
fold_2024,2024,9,Set.,M5S,17280,195.07169010105892,5.266144288231434,-81.48487934885199,3757.1605381944446,3838.6454175432964
fold_2024,2024,10,Oct.,M5S,17856,120.49338427797265,3.6080136238321545,-46.85240747861967,3388.8492103494623,3435.701617828082
fold_2024,2024,11,Nov.,M5S,17280,126.80471475349277,3.400583381852209,28.558925310563232,3831.6637615740738,3803.104836263511
fold_2024,2024,12,Dic.,M5S,17280,205.5662676876881,4.606875503872107,-52.95344625190183,4546.381649305556,4599.335095557458
fold_2024,2024,1,Ene.,M6G,17856,464.4043955302642,3.33925051151172,159.20930870742148,13622.800280017922,13463.5909713105
fold_2024,2024,2,Feb.,M6G,16704,492.4640842047736,4.021132162678507,36.423076222635856,12526.288350095785,12489.86527387315
fold_2024,2024,3,Mar.,M6G,17856,492.5692777315932,4.281592732679735,36.248622020011226,11513.18892249104,11476.940300471028
fold_2024,2024,4,Abr.,M6G,17280,388.1444107535482,3.712074061201863,124.34235810645112,10292.37480324074,10168.03244513429
fold_2024,2024,5,May.,M6G,17856,329.63068546106666,3.222635849127586,-20.76532564326611,9664.019998879929,9684.785324523195
fold_2024,2024,6,Jun.,M6G,17280,913.5700495895508,7.440810740435252,114.05759833699541,11784.05234375,11669.994745413005
fold_2024,2024,7,Jul.,M6G,17856,1056.4664471392994,7.1977957072559775,613.4383973689763,14208.28704077061,13594.848643401632
fold_2024,2024,8,Ago.,M6G,17856,939.0492342241714,7.403686829286101,136.9266619601983,12602.817909946236,12465.891247986037
fold_2024,2024,9,Set.,M6G,17280,623.5097997988554,5.71210720587007,40.58675888265578,10779.73927662037,10739.152517737713
fold_2024,2024,10,Oct.,M6G,17856,331.7956709069394,3.5205857905528197,-18.206233341632274,9431.158473342293,9449.364706683926
fold_2024,2024,11,Nov.,M6G,17280,321.99729829824554,3.0971368156512114,111.59384970980987,10777.25097800926,10665.657128299448
fold_2024,2024,12,Dic.,M6G,17280,469.1831422002236,3.643298000074248,96.47383810129037,13031.82984375,12935.35600564871
fold_2024,2024,1,Ene.,M9R,17856,178.71187099881084,3.038104840663987,-11.979183281266357,5897.853158602151,5909.832341883417
fold_2024,2024,2,Feb.,M9R,16704,222.73532476966355,4.0536477427832285,15.881604560291331,5549.102514367816,5533.2209098075255
fold_2024,2024,3,Mar.,M9R,17856,232.4600284602467,4.392410218830898,24.578612269081855,5203.488894489247,5178.910282220166
fold_2024,2024,4,Abr.,M9R,17280,208.9286288903049,4.279311982803933,27.16092032961707,4772.310457175926,4745.149536846309
fold_2024,2024,5,May.,M9R,17856,256.9652321434021,4.785361069771925,73.26075507702784,4844.8015625,4771.540807422973
fold_2024,2024,6,Jun.,M9R,17280,673.5823462610149,9.969024548557302,62.849944535726834,6305.367256944444,6242.517312408717
fold_2024,2024,7,Jul.,M9R,17856,816.1777200223707,10.649695063396729,373.62906008077414,7853.6169690860215,7479.987909005247
fold_2024,2024,8,Ago.,M9R,17856,642.9977855977515,9.004633983658259,77.02568141534378,6887.026411290322,6810.000729874979
fold_2024,2024,9,Set.,M9R,17280,380.25052046639877,6.5945499246385415,-74.57116885891654,5492.040295138889,5566.611463997805
fold_2024,2024,10,Oct.,M9R,17856,183.00109804826445,3.8987360948584713,-22.473420679335558,4606.456334005376,4628.929754684712
fold_2024,2024,11,Nov.,M9R,17280,166.72513607958177,3.392350487064785,30.475982527159257,5092.178674768518,5061.70269224136
fold_2024,2024,12,Dic.,M9R,17280,218.6346402534059,3.5736619582593665,41.382300545779,5998.721128472222,5957.338827926443
fold_2024,2024,1,Ene.,M9W,17856,475.268807199553,3.0045366784000382,240.31992962474817,15629.890725806452,15389.570796181704
fold_2024,2024,2,Feb.,M9W,16704,433.567310929449,2.960577347101555,-11.236071433970059,14815.046833093871,14826.282904527841
fold_2024,2024,3,Mar.,M9W,17856,455.18243043662835,3.237329871260183,-34.05932190039489,14036.384318996415,14070.44364089681
fold_2024,2024,4,Abr.,M9W,17280,407.40579285905926,3.0764368409701395,15.21119315788833,13115.33789351852,13100.12670036063
fold_2024,2024,5,May.,M9W,17856,494.9558329440434,3.664151176033534,17.145483717175555,12807.489292114697,12790.34380839752
fold_2024,2024,6,Jun.,M9W,17280,1325.1024639939044,8.324907052421466,146.12612872552265,15263.267893518518,15117.141764792996
fold_2024,2024,7,Jul.,M9W,17856,1529.1622350669975,8.086364909276037,659.3724291104191,18048.457991711468,17389.085562601053
fold_2024,2024,8,Ago.,M9W,17856,1365.71470366363,8.202558849133393,-10.247709417352523,16071.374165546596,16081.621874963948
fold_2024,2024,9,Set.,M9W,17280,867.4707558593304,6.265721058295667,-351.3239433771529,13687.797685185185,14039.121628562338
fold_2024,2024,10,Oct.,M9W,17856,429.84333507127116,3.5143792468872643,-188.1999512873682,12228.939079301075,12417.139030588443
fold_2024,2024,11,Nov.,M9W,17280,347.5856969440951,2.658758606764434,-156.31519851024888,13317.40138888889,13473.716587399138
fold_2024,2024,12,Dic.,M9W,17280,448.40785679341155,3.062683278179979,-170.02498925715548,14994.380914351852,15164.405903609008
