fold,threshold,precision,recall,f1,balanced_accuracy,true_positive,false_positive,false_negative,true_negative,missed_peak_rate_pct,false_alarm_rate_pct,predicted_peak_rate_pct,actual_peak_rate_pct,n_observations
fold_2024,0.3,0.4076408139980568,0.9042233470420753,0.5619458967947261,0.9246705240608175,45732,66455,4844,1144409,9.577665295792471,5.4882298920440284,8.893566083206494,4.0093860984271945,1261440
fold_2024,0.31,0.41224330953092053,0.9006248022777602,0.5655961109834915,0.923495599251963,45550,64943,5026,1145921,9.937519772223979,5.363360377383422,8.759275114155251,4.0093860984271945,1261440
fold_2024,0.32,0.417025812558007,0.8973030686491617,0.5694138608146851,0.9224549507280746,45382,63441,5194,1147423,10.269693135083834,5.239316719301259,8.626886732623033,4.0093860984271945,1261440
fold_2024,0.33,0.42137121219186896,0.8932893071812718,0.5726290440128015,0.9210265825273289,45179,62040,5397,1148824,10.671069281872825,5.123614212661373,8.499730466768138,4.0093860984271945,1261440
fold_2024,0.34,0.42591365898896605,0.8899082568807339,0.5761024,0.9199034208464505,45008,60666,5568,1150198,11.009174311926607,5.010141518783282,8.377251395230848,4.0093860984271945,1261440
fold_2024,0.35,0.4303960358007145,0.8861515343245808,0.5793882669286656,0.9185833386154016,44818,59314,5758,1151550,11.384846567541917,4.898485709377766,8.255010147133435,4.0093860984271945,1261440
fold_2024,0.36,0.43481693765352675,0.8819795950648529,0.5824736883340733,0.91704780239507,44607,57981,5969,1152883,11.802040493514712,4.788399027471294,8.132610350076105,4.0093860984271945,1261440
fold_2024,0.37,0.43899739068553806,0.87820310028472,0.5853761400179239,0.9156637404461432,44416,56760,6160,1154104,12.179689971527997,4.687561939243383,8.020674784373414,4.0093860984271945,1261440
fold_2024,0.38,0.4428754685213766,0.8737543498892756,0.587810425783796,0.9139220784185209,44191,55591,6385,1155273,12.624565011072445,4.591019305223377,7.910166159309995,4.0093860984271945,1261440
fold_2024,0.39,0.4471530665148573,0.8697010439734262,0.5906341266910604,0.9123942428339759,43986,54383,6590,1156481,13.029895602657387,4.491255830547444,7.7981513191273475,4.0093860984271945,1261440
fold_2024,0.4,0.45156999226604794,0.8658454602973743,0.5935710364551917,0.9109615520147266,43791,53184,6785,1157680,13.415453970262575,4.392235626792109,7.6876426940639275,4.0093860984271945,1261440
fold_2024,0.41,0.45585958746495964,0.8617130654856058,0.5962785606786154,0.9093751772809178,43582,52022,6994,1158842,13.828693451439417,4.2962710923770135,7.578957382039573,4.0093860984271945,1261440
fold_2024,0.42,0.4602649006622517,0.8574818095539386,0.5990055248618784,0.9077410237003166,43368,50856,7208,1160008,14.251819044606137,4.19997621533054,7.469558599695586,4.0093860984271945,1261440
fold_2024,0.43,0.4642161557250923,0.8529935147105346,0.6012305848413688,0.9059362319783464,43141,49792,7435,1161072,14.700648528946536,4.112105075384188,7.367215246067986,4.0093860984271945,1261440
fold_2024,0.44,0.46848714284155746,0.8490588421385638,0.6038091354570189,0.9044119677466957,42942,48719,7634,1162145,15.094115786143625,4.0234906645172375,7.266378107559614,4.0093860984271945,1261440
fold_2024,0.45,0.4726954905518432,0.8447880417589371,0.6061973269771005,0.9027130327585895,42726,47662,7850,1163202,15.521195824106297,3.9361976241757954,7.165461694571283,4.0093860984271945,1261440
fold_2024,0.46,0.4770005947638339,0.8404381524833914,0.6085892030038587,0.900974553322524,42506,46605,8070,1164259,15.956184751660867,3.8489045838343534,7.064228183663116,4.0093860984271945,1261440
fold_2024,0.47,0.48118135776475274,0.8359498576399873,0.6107872667779054,0.8991511798275387,42279,45586,8297,1165278,16.405014236001264,3.764749798490995,6.9654521816336885,4.0093860984271945,1261440
fold_2024,0.48,0.48557042717078747,0.8313627016766846,0.6130685504742325,0.8972870472666777,42047,44546,8529,1166318,16.86372983233154,3.678860714332906,6.864615043125317,4.0093860984271945,1261440
fold_2024,0.49,0.4896544456024075,0.8267953179373616,0.6150542379113808,0.8954010053395367,41816,43583,8760,1167281,17.32046820626384,3.5993307258288296,6.76996131405378,4.0093860984271945,1261440
fold_2024,0.5,0.4935348666009665,0.8218522619424233,0.6167199566755937,0.8933126747944651,41566,42655,9010,1168209,17.81477380575767,3.5226912353493045,6.676575976661593,4.0093860984271945,1261440
fold_2024,0.51,0.49724435031647857,0.8170278392913635,0.6182318706144616,0.891261775722004,41322,41780,9254,1169084,18.29721607086365,3.4504287847355277,6.587867833587012,4.0093860984271945,1261440
fold_2024,0.52,0.5012694072844449,0.8120056944005062,0.6198756263961843,0.8891305973026593,41068,40860,9508,1170004,18.799430559949386,3.3744499795187566,6.494799594114663,4.0093860984271945,1261440
fold_2024,0.53,0.5054374752279033,0.8068451439417905,0.6215273546972097,0.8869347583105668,40807,39929,9769,1170935,19.315485605820943,3.297562732065699,6.400304414003044,4.0093860984271945,1261440
