threshold,min_precision,mean_precision,max_precision,min_recall,mean_recall,max_recall,worst_fold_f1,mean_f1,f1_range,worst_fold_balanced_accuracy,mean_balanced_accuracy,max_missed_peak_rate_pct,mean_missed_peak_rate_pct,mean_false_alarm_rate_pct
0.34,0.42591365898896605,0.5584213690455389,0.6909290791021118,0.391834189979774,0.6408712234302539,0.8899082568807339,0.5000717031581772,0.5380870515790885,0.07603069684182284,0.6851237593768793,0.8025135901116649,60.81658100202261,35.91287765697461,3.5844043206924123
0.35,0.4303960358007145,0.5623668740195742,0.694337712238434,0.38776723381735667,0.6369593840709687,0.8861515343245808,0.4976253273606014,0.5385067971446336,0.08176293956806424,0.6833719669095265,0.8009776527624641,61.223276618264336,36.304061592903125,3.500407854604065
0.36,0.43481693765352675,0.5659322934270483,0.6970476492005699,0.3830550742708839,0.6325173346678684,0.8819795950648529,0.4944115651828113,0.5384426267584423,0.088062123151262,0.6812756985899575,0.7991617504925137,61.69449257291161,36.74826653321316,3.4193833682840884
0.37,0.43899739068553806,0.569640778877164,0.7002841670687899,0.378741635916805,0.6284723681007625,0.87820310028472,0.4916041308899292,0.5384901354539265,0.09377200912799472,0.6793890583295311,0.7975263993878372,62.1258364083195,37.152763189923746,3.3419569325088307
0.38,0.4428754685213766,0.5730944632759079,0.7033134580304392,0.37453693970610624,0.624145644797691,0.8737543498892756,0.488781876924678,0.538296151354237,0.09902854885911805,0.6775393790949304,0.7957307287567257,62.54630602938938,37.58543552023091,3.2684187284239563
0.39,0.4471530665148573,0.5767865275882593,0.7064199886616612,0.3703684908765342,0.6200347674249802,0.8697010439734262,0.48595561727749187,0.5382948719842762,0.10467850941356854,0.6757060379051635,0.7940501403695697,62.96315091234659,37.99652325750199,3.193448668584086
0.4,0.45156999226604794,0.5804764893787341,0.7093829864914202,0.36622903995186346,0.6160372501246189,0.8658454602973743,0.4830675814587268,0.5383193089569592,0.11050345499646491,0.6738755889706043,0.7924185704926654,63.37709600481365,38.39627498753811,3.1200109139288017
0.41,0.45585958746495964,0.5840682932262266,0.7122769989874934,0.3620895890271928,0.6119013272563993,0.8617130654856058,0.48011188864964627,0.5381952246641308,0.11616667202896913,0.6720379974531264,0.790706587367022,63.79104109728072,38.809867274360066,3.0488152522355065
0.42,0.4602649006622517,0.5878524955131572,0.7154400903640629,0.3581531234368317,0.6078174664953852,0.8574818095539386,0.47734486340249765,0.5381751941321881,0.12166066145938076,0.6703045770713978,0.7890228003858573,64.18468765631683,39.21825335046148,2.9771865723670716
0.43,0.4642161557250923,0.591255549400804,0.7182949430765158,0.35402092198838636,0.6035072183494605,0.8529935147105346,0.4742845765732517,0.5377575807073103,0.12694600826811714,0.6684607892405194,0.7871985106094329,64.59790780116137,39.64927816505395,2.9110197130594684
0.44,0.46848714284155746,0.5947925640879332,0.721097985334309,0.35003371006444783,0.5995462761015058,0.8490588421385638,0.47129331381161543,0.5375512246343171,0.13251582164540343,0.6666801215318137,0.7855460446392547,64.99662899355522,40.04537238984942,2.845418682299644
