task,horizon,feature,feature_family,importance,importance_pct
xgb,21,origin__reported_premise_count,context,0.015800360590219498,1.5800360441207886
xgb,21,target_weekday_cos,calendar_time,0.014893014915287495,1.4893014430999756
xgb,21,target_month,calendar_time,0.014136639423668385,1.4136639833450317
xgb,21,target_weekday,calendar_time,0.013805068098008633,1.3805067539215088
xgb,21,origin_rolling_mean_168h,demand_history,0.012918701395392418,1.2918701171875
xgb,21,origin_rolling_std_24h,demand_history,0.011206491850316525,1.1206492185592651
xgb,21,origin__Rel Hum (%),weather,0.008785804733633995,0.8785804510116577
xgb,21,origin__Stn Press (kPa),weather,0.008405919186770916,0.8405919075012207
xgb,21,target_lag_48h,demand_history,0.007901870645582676,0.7901870608329773
xgb,21,target_weekday_sin,calendar_time,0.0073298076167702675,0.7329807877540588
